direction,group,area,type,vendor_name,normalized_name,slug,official_site,logo,logo_source_url,status,confidence,source,notes
Конструктивные решения,Стены,Стены,Кирпич,Минский керамический завод ОАО «Керамин»,"Минский керамический завод ОАО ""Керамин""",minskiy-keramicheskiy-zavod-oao-keramin,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Брестский комбинат строительных материалов»,"ОАО ""Брестский комбинат строительных материалов""",oao-brestskiy-kombinat-stroitelnyh-materialov,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Гжельский кирпичный завод»,"ОАО ""Гжельский кирпичный завод""",oao-gzhelskiy-kirpichnyy-zavod,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Голицынский керамический завод»,"ОАО ""Голицынский керамический завод""",oao-golitsynskiy-keramicheskiy-zavod,https://www.gkz.ru/,assets/img/logos/vendors/oao-golitsynskiy-keramicheskiy-zavod.png,https://www.gkz.ru/assets/images/Logo.png,logo_ready,high,user_confirmed_list,PNG logo from official site header.
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Гомельстройматериалы»,"ОАО ""Гомельстройматериалы""",oao-gomelstroymaterialy,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Горынский комбинат строительных материалов»,"ОАО ""Горынский комбинат строительных материалов""",oao-gorynskiy-kombinat-stroitelnyh-materialov,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,"ОАО «Керамика», УНП 300000303","ОАО ""Керамика"", УНП 300000303",oao-keramika-unp-300000303,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Ново-Иерусалимский кирпичный завод»,"ОАО ""Ново-Иерусалимский кирпичный завод""",oao-novo-ierusalimskiy-kirpichnyy-zavod,https://www.xn--80aaeckcpfcaaalckcmtmnhbrrpjre6cwi7e.xn--p1ai/,assets/img/logos/vendors/oao-novo-ierusalimskiy-kirpichnyy-zavod.png,https://www.xn--80aaeckcpfcaaalckcmtmnhbrrpjre6cwi7e.xn--p1ai/upload/medialibrary/7d3/7d3a4cad8589f729b37c293c57959a28.png,logo_ready,high,user_confirmed_list,Official site and own orange logo confirmed on official punycode domain. Rejected earlier Tilda Logo.svg as unrelated.
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Новокубанский завод керамических стеновых материалов»,"ОАО ""Новокубанский завод керамических стеновых материалов""",oao-novokubanskiy-zavod-keramicheskih-stenovyh-materialov,https://nzksm.ru/,assets/img/logos/vendors/oao-novokubanskiy-zavod-keramicheskih-stenovyh-materialov.svg,https://nzksm.ru/templates/2024/nzksm-new/images/logo_small.svg,logo_ready,high,user_confirmed_list,Official site title identifies NZKSM. Colored small logo used because header logo is white.
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Обольский керамический завод»,"ОАО ""Обольский керамический завод""",oao-obolskiy-keramicheskiy-zavod,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Радошковичский керамический завод»,"ОАО ""Радошковичский керамический завод""",oao-radoshkovichskiy-keramicheskiy-zavod,https://ceglar.by/,assets/img/logos/vendors/oao-radoshkovichskiy-keramicheskiy-zavod.png,https://ceglar.by/local/templates/main/images/logo.png,logo_ready,high,user_confirmed_list,PNG logo from official CEGLAR site header. rkz.by redirects to ceglar.by.
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Столбцовский кирпичный завод»,"ОАО ""Столбцовский кирпичный завод""",oao-stolbtsovskiy-kirpichnyy-zavod,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «Алексинский кирпичный завод»,"ООО ""Алексинский кирпичный завод""",ooo-aleksinskiy-kirpichnyy-zavod,https://www.xn--80aagicmgaaajchbcj1bgxnuoc6m3d.xn--p1ai/,assets/img/logos/vendors/ooo-aleksinskiy-kirpichnyy-zavod.jpg,https://www.xn--80aagicmgaaajchbcj1bgxnuoc6m3d.xn--p1ai/upload/medialibrary/c3c/c3cabe68cb568f65d99e93e5ce4e17dd.jpg,logo_ready,medium_high,user_confirmed_list,Official site candidate matches plant name. Header uses compact brick mark.
Конструктивные решения,Стены,Стены,Кирпич,ООО «Анастасиевский кирпичный завод»,"ООО ""Анастасиевский кирпичный завод""",ooo-anastasievskiy-kirpichnyy-zavod,,,,manual_review_needed,medium,user_confirmed_list,No official site confirmed in this pass. Logo not used.
Конструктивные решения,Стены,Стены,Кирпич,ООО «Богандинский кирпичный завод»,"ООО ""Богандинский кирпичный завод""",ooo-bogandinskiy-kirpichnyy-zavod,https://zaobkz.ru/,assets/img/logos/vendors/ooo-bogandinskiy-kirpichnyy-zavod.svg,https://zaobkz.ru/assets/general/icons/logo/logo-black-mini-54b253159f65a14f79744a414921a9d02c949a42e27644fbc1e0c7c00b4a07fd.svg,logo_ready,high,user_confirmed_list,"SVG logo mark from official site header, black variant for white cards."
Конструктивные решения,Стены,Стены,Кирпич,ООО «Болоховский кирпичный завод»,"ООО ""Болоховский кирпичный завод""",ooo-bolohovskiy-kirpichnyy-zavod,https://bkz71.ru/,assets/img/logos/vendors/ooo-bolohovskiy-kirpichnyy-zavod.png,https://static.tildacdn.com/tild6137-6462-4637-b337-326539326137/--.png,logo_ready,high,user_confirmed_list,Official site title identifies Bolohovsky brick plant. Logo is from site header.
Конструктивные решения,Стены,Стены,Кирпич,ООО «Брянский кирпичный завод»,"ООО ""Брянский кирпичный завод""",ooo-bryanskiy-kirpichnyy-zavod,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «Вяземский кирпичный завод»,"ООО ""Вяземский кирпичный завод""",ooo-vyazemskiy-kirpichnyy-zavod,https://www.xn--80adbiclbhaajcic0awvlso8kudud.xn--p1ai/,assets/img/logos/vendors/ooo-vyazemskiy-kirpichnyy-zavod.png,https://www.xn--80adbiclbhaajcic0awvlso8kudud.xn--p1ai/upload/medialibrary/998/998a7403893a39a66f582f9adcce1084.png,logo_ready,high,user_confirmed_list,Official site asset contains Vyazemsky brick plant logotype.
Конструктивные решения,Стены,Стены,Кирпич,ООО «Гнездово»,"ООО ""Гнездово""",ooo-gnezdovo,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «КЕММА»,"ООО ""КЕММА""",ooo-kemma,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «Карасевский керамический завод»,"ООО ""Карасевский керамический завод""",ooo-karasevskiy-keramicheskiy-zavod,https://www.xn--80aaahbmdriaakcfec7cwamlioc6m3d.xn--p1ai/,assets/img/logos/vendors/ooo-karasevskiy-keramicheskiy-zavod.png,https://www.xn--80aaahbmdriaakcfec7cwamlioc6m3d.xn--p1ai/upload/medialibrary/591/9368e2afa9fe16c7c2ffbb89b07c83cb.png,logo_ready,high,user_confirmed_list,PNG logo from official site header with matching alt text.
Конструктивные решения,Стены,Стены,Кирпич,ООО «Краснодарский кирпичный завод №1»,"ООО ""Краснодарский кирпичный завод №1""",ooo-krasnodarskiy-kirpichnyy-zavod-1,,,,manual_review_needed,medium,user_confirmed_list,Candidate domain returned access errors. Needs manual review before logo work.
Конструктивные решения,Стены,Стены,Кирпич,ООО «Липковский кирпичный завод»,"ООО ""Липковский кирпичный завод""",ooo-lipkovskiy-kirpichnyy-zavod,https://www.xn--g1afclaa.xn--p1ai/,assets/img/logos/vendors/ooo-lipkovskiy-kirpichnyy-zavod.png,https://www.xn--g1afclaa.xn--p1ai/wp-content/uploads/2022/07/lkz-logo-main.png,logo_ready,high,user_confirmed_list,PNG logo from official site header.
Конструктивные решения,Стены,Стены,Кирпич,ООО «МОСБЛОК»,"ООО ""МОСБЛОК""",ooo-mosblok,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «Маркинский кирпичный завод»,"ООО ""Маркинский кирпичный завод""",ooo-markinskiy-kirpichnyy-zavod,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «Михневская керамика»,"ООО ""Михневская керамика""",ooo-mihnevskaya-keramika,https://www.ooomik.ru/,assets/img/logos/vendors/ooo-mihnevskaya-keramika.png,https://www.ooomik.ru/images/newsys/logo_ooomik_new.png,logo_ready,high,user_confirmed_list,Official site title identifies Mihnevskaya keramika. Logo is from official site assets.
Конструктивные решения,Стены,Стены,Кирпич,ООО «Новолеушковский завод строительных материалов»,"ООО ""Новолеушковский завод строительных материалов""",ooo-novoleushkovskiy-zavod-stroitelnyh-materialov,,,,manual_review_needed,medium,user_confirmed_list,No official site confirmed in this pass. Logo not used.
Конструктивные решения,Стены,Стены,Кирпич,ООО «РуБелЭко»,"ООО ""РуБелЭко""",ooo-rubeleko,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «Сергиево-Посадский кирпичный завод»,"ООО ""Сергиево-Посадский кирпичный завод""",ooo-sergievo-posadskiy-kirpichnyy-zavod,https://xn--80aaecbicbbxkaamclc0dkanhikojic6pve.xn--p1ai/,,,confirmed_by_user,high,user_confirmed_list,"Official site identifies Sergievo Posad brick plant and brick production. Logo remains empty because no trustworthy official logo asset was confirmed."
Конструктивные решения,Стены,Стены,Кирпич,ООО «Технологии керамики» / Кирпичный завод Балашиха,"ООО ""Технологии керамики"" / Кирпичный завод Балашиха",ooo-tehnologii-keramiki-kirpichnyy-zavod-balashiha,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «Ухтинский завод глиняного кирпича» / УЗГК,"ООО ""Ухтинский завод глиняного кирпича"" / УЗГК",ooo-uhtinskiy-zavod-glinyanogo-kirpicha-uzgk,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «Фабрика СВ ПРО»,"ООО ""Фабрика СВ ПРО""",ooo-fabrika-sv-pro,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «Фокинский комбинат строительных материалов»,"ООО ""Фокинский комбинат строительных материалов""",ooo-fokinskiy-kombinat-stroitelnyh-materialov,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ПУЧП «Надежда»,"ПУЧП ""Надежда""",puchp-nadezhda,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,Псковский кирпичный завод / ООО «Орион М»,"Псковский кирпичный завод / ООО ""Орион М""",pskovskiy-kirpichnyy-zavod-ooo-orion-m,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,СЗАО «КварцМелПром»,"СЗАО ""КварцМелПром""",szao-kvartsmelprom,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,Филиал №3 «Минский комбинат силикатных изделий» ОАО «Белорусский цементный завод»,"Филиал №3 ""Минский комбинат силикатных изделий"" ОАО ""Белорусский цементный завод""",filial-3-minskiy-kombinat-silikatnyh-izdeliy-oao-belorusskiy-tsementnyy-zavod,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,Филиал №5 «Гродненский комбинат строительных материалов»,"Филиал №5 ""Гродненский комбинат строительных материалов""",filial-5-grodnenskiy-kombinat-stroitelnyh-materialov,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,Филиал №6 «Любанский КСМ» ОАО «Белорусский цементный завод»,"Филиал №6 ""Любанский КСМ"" ОАО ""Белорусский цементный завод""",filial-6-lyubanskiy-ksm-oao-belorusskiy-tsementnyy-zavod,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения / кирпич и мощение,Конструктивные решения / кирпич и мощение,Конструктивные решения / кирпич и мощение,Конструктивные решения / кирпич и мощение,BRAER,BRAER,braer,https://braer.ru/,assets/img/logos/partners/braer.svg,https://braer.ru/upload/iblock/730/kyeo84bl8yncl3asmrc0ogho3vu2u77t.svg,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Кровля / гидроизоляция / теплоизоляция,Кровля / гидроизоляция / теплоизоляция,Кровля / гидроизоляция / теплоизоляция,Кровля / гидроизоляция / теплоизоляция,Технониколь,Технониколь,tehnonikol,https://www.tn.ru/,assets/img/logos/partners/technonikol-clean.png,https://www.tn.ru/upload/delight.webpconverter/upload/resize_cache/iblock/c98/451_119_1/949edb715aadf20d817abeedc079ccb9.jpg.webp?17256584824098,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ОВиК / вентиляция,ОВиК / вентиляция,ОВиК / вентиляция,ОВиК / вентиляция,KORF,KORF,korf,https://po-korf.ru/,assets/img/logos/partners/korf.png,https://po-korf.ru/assets/images/logo2.png,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ОВиК / климатическое оборудование,ОВиК / климатическое оборудование,ОВиК / климатическое оборудование,ОВиК / климатическое оборудование,Clivet,Clivet,clivet,https://www.clivet.com/,assets/img/logos/partners/clivet.svg,https://www.clivet.com/o/clivet-liferay-nuance-theme/images/clivet/logo-simple.svg,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ОВиК / климатическое оборудование,ОВиК / климатическое оборудование,ОВиК / климатическое оборудование,ОВиК / климатическое оборудование,KENTATSU,KENTATSU,kentatsu,https://kentatsurussia.ru/,assets/img/logos/partners/kentatsu.svg,https://kentatsurussia.ru/frontend/build/images/logo.svg,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ОВиК / климатическое оборудование,ОВиК / климатическое оборудование,ОВиК / климатическое оборудование,ОВиК / климатическое оборудование,MIDEA,MIDEA,midea,https://www.midea.com/global/,assets/img/logos/partners/midea.png,https://web-res.midea.com/content/dam/midea-aem/global/official/midea-logo.png/jcr%3Acontent/renditions/midea-logo.webp,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ОВиК / радиаторы,ОВиК / радиаторы,ОВиК / радиаторы,ОВиК / радиаторы,PRADO,PRADO,prado,https://radiator-prado.ru/,assets/img/logos/partners/prado.webp,https://radiator-prado.ru/upload/CMax/c2f/cfjod3b7deghsrwr5lxr9uc77u5b6ia6/logo.webp,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ОВиК / радиаторы,ОВиК / радиаторы,ОВиК / радиаторы,ОВиК / радиаторы,RIFAR,RIFAR,rifar,https://rifar.ru/,assets/img/logos/partners/rifar.png,https://rifar.ru/images/logo.png,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,AQUAPOLIS,AQUAPOLIS,aquapolis,https://aquapolis.ru,assets/img/logos/vendors/import-20260630/aquapolis.svg,https://aquapolis.ru/upload/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 135. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,LEO center,LEO center,leo-center,https://leo-center.ru,assets/img/logos/vendors/import-20260630/leo-center.svg,https://leo-center.ru/favicon.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 120. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Радиаторы,Solur aluminium Company,Solur aluminium Company,solur-aluminium-company,https://solur-aluminium.ru,assets/img/logos/vendors/import-20260630/solur-aluminium-company.svg,https://solur-aluminium.ru/static/logo.old-39852271237d694edbb9947b764bb524.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Радиаторы, row 4. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,VAKIO,VAKIO,vakio,https://vakio.ru,assets/img/logos/vendors/import-20260630/vakio.png,https://vakio.ru/wp-content/uploads/2021/08/logonew.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 66. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,АЛЬТЕРПЛАСТ,АЛЬТЕРПЛАСТ,alterplast,https://alterplast.ru,assets/img/logos/vendors/import-20260630/alterplast.svg,https://www.alterplast.ru/local/templates/alterplast/images/header_logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 130. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,ВЕНТАРТ ГРУПП ООО,ВЕНТАРТ ГРУПП ООО,ventart-grupp-ooo,https://ventart.ru,assets/img/logos/vendors/import-20260630/ventart-grupp-ooo.jpg,https://www.ventart.ru/bitrix/templates/ventart/images/logo.jpg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 54. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,ВЕНТИНФОРМ ООО,ВЕНТИНФОРМ ООО,ventinform-ooo,https://ventinform.ru,assets/img/logos/vendors/import-20260630/ventinform-ooo.png,https://www.ventinform.ru/arr/images/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 18. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,ВЕНТСИСТЕМС ООО,ВЕНТСИСТЕМС ООО,ventsistems-ooo,https://vent-mo.ru,assets/img/logos/vendors/import-20260630/ventsistems-ooo.webp,https://vent-mo.ru/imgx/logo-new.webp,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 10. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,ВТС ООО,ВТС ООО,vts-ooo,https://vtsgroup.com,assets/img/logos/vendors/import-20260630/vts-ooo.svg,https://vtsgroup.com/v_t_s/images/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 7. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,Вентиляционный завод Виктория,Вентиляционный завод Виктория,ventilyatsionnyy-zavod-viktoriya,https://v-klapan.ru,assets/img/logos/vendors/import-20260630/ventilyatsionnyy-zavod-viktoriya.svg,https://v-klapan.ru/media/imcndahq/head-logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 33. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,ГАЛЛОП,ГАЛЛОП,gallop,https://gallop.ru,assets/img/logos/vendors/import-20260630/gallop.png,https://gallop.ru/bitrix/templates/main/images/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 124. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,ГЛОБУС СТАЛЬ,ГЛОБУС СТАЛЬ,globus-stal,https://globus-stal.ru,assets/img/logos/vendors/import-20260630/globus-stal.svg,https://www.globus-stal.ru/bitrix/templates/globus_ru/images/logo_s1.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 126. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,ГРАДВЕНТ ООО,ГРАДВЕНТ ООО,gradvent-ooo,https://gradvent.ru,assets/img/logos/vendors/import-20260630/gradvent-ooo.png,https://gradvent.ru/wa-data/public/site/data/gradvent.ru/logo_new_160x50.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 6. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,ГРУППА КОМПАНИЙ ПОЛЕКС ООО,ГРУППА КОМПАНИЙ ПОЛЕКС ООО,gruppa-kompaniy-poleks-ooo,https://polexgroup.ru,assets/img/logos/vendors/import-20260630/gruppa-kompaniy-poleks-ooo.gif,https://www.polexgroup.ru:443/fileadmin/polexgroup.ru/templates/images/logo.gif,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 16. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,ДЫМОХОД ООО,ДЫМОХОД ООО,dymohod-ooo,https://rosinox-klin.ru,assets/img/logos/vendors/import-20260630/dymohod-ooo.png,https://rosinox-klin.ru/images/header_logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 23. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,Завод РВК,Завод РВК,zavod-rvk,https://rvkinfo.com,assets/img/logos/vendors/import-20260630/zavod-rvk.svg,https://rvkinfo.com/wp-content/uploads/2025/09/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 85. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,Завод Теплоизоляции УМК,Завод Теплоизоляции УМК,zavod-teploizolyatsii-umk,https://uralmk.com,assets/img/logos/vendors/import-20260630/zavod-teploizolyatsii-umk.png,https://uralmk.com/t/images/new_logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 19. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,Завод изоляции труб компании СТС Изоляция,Завод изоляции труб компании СТС Изоляция,zavod-izolyatsii-trub-kompanii-sts-izolyatsiya,https://stscom.ru,assets/img/logos/vendors/import-20260630/zavod-izolyatsii-trub-kompanii-sts-izolyatsiya.jpg,https://www.stscom.ru/images/logo.jpg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 21. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,КЛИМАТВЕНТМАШ,КЛИМАТВЕНТМАШ,klimatventmash,https://cvm.ru,assets/img/logos/vendors/import-20260630/klimatventmash.png,https://www.cvm.ru/assets/images/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 39. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,КНС,"Компания ""Тех-Аэро""","Компания ""Тех-Аэро""",kompaniya-teh-aero,https://tech-aero.ru,assets/img/logos/vendors/import-20260630/kompaniya-teh-aero.svg,https://tech-aero.ru/assets/templates/TechAero/img/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: КНС, row 9. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,Компания «Теплоизоляция-Холдинг»,Компания «Теплоизоляция-Холдинг»,kompaniya-teploizolyatsiya-holding,https://ppu37.ru,assets/img/logos/vendors/import-20260630/kompaniya-teploizolyatsiya-holding.svg,https://ppu37.ru/catalog/view/images/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 23. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,КНС,Компания Элмакс Групп,Компания Элмакс Групп,kompaniya-elmaks-grupp,https://elmaxgroup.ru,assets/img/logos/vendors/import-20260630/kompaniya-elmaks-grupp.svg,http://elmaxgroup.ru/wp-content/themes/elmaxgroup_1758883807/images/62cd778f1c0f8c7e186a1266_logo_elmax_full.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: КНС, row 5. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,"НПП ""ЮНИКОР""","НПП ""ЮНИКОР""",npp-yunikor,https://unicornplast.ru,assets/img/logos/vendors/import-20260630/npp-yunikor.svg,https://unicornplast.ru/images/logo_Unicorn_new-01.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 114. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,Новоуральский трубный завод,Новоуральский трубный завод,novouralskiy-trubnyy-zavod,https://ntzural.ru,assets/img/logos/vendors/import-20260630/novouralskiy-trubnyy-zavod.png,https://ntzural.ru/wp-content/uploads/sites/251939/logo_new.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 89. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,"ООО ""ПАНОРАМАВЕНТ""","ООО ""ПАНОРАМАВЕНТ""",ooo-panoramavent,https://panoramavent.ru,assets/img/logos/vendors/import-20260630/ooo-panoramavent.png,https://panoramavent.com/wa-data/public/site/themes/market24_1_1_4/img/logo-mobile.png?v1756978806?v1.1.4.104,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 5. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Насосы,ООО «Джетекс»,ООО «Джетекс»,ooo-dzheteks,https://www.jetexpumps.ru,assets/img/logos/vendors/import-20260630/ooo-dzheteks.png,https://www.jetexpumps.ru/logo_jetex.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Насосы, row 5. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,ООО «ИКАПЛАСТ»,ООО «ИКАПЛАСТ»,ooo-ikaplast,https://icaplast.ru,assets/img/logos/vendors/import-20260630/ooo-ikaplast.png,https://icaplast.ru/templates/common/images/t/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 9. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,ООО «ПК ТеплоЭнергоПласт»,ООО «ПК ТеплоЭнергоПласт»,ooo-pk-teploenergoplast,https://teploenergoplast.ru,assets/img/logos/vendors/import-20260630/ooo-pk-teploenergoplast.webp,https://www.teploenergoplast.ru/upload/dev2fun.imagecompress/webp/logo.webp,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 28. Logo source: official site."
